Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot4,"Abel Roof",normal,40,Failed,"Scav Island Sniping","Scav Island Sniping: Objective #1","1","18:29:01","18:43:00",
Bot4,"Abel Roof",normal,40,Completed,"Scav Island Sniping","Scav Island Sniping: Objective #2","2","18:29:16","18:31:45",
Bot4,"Abel Roof",normal,40,Completed,"Scav Island Sniping","Scav Island Sniping: Objective #3","2","18:31:50","18:34:02",
Bot4,"Abel Roof",normal,40,Completed,"Village","Village: Objective #4","2","18:34:07","18:36:13",
Bot4,"Abel Roof",normal,40,Completed,"Village","Village: Objective #5","3","18:36:18","18:37:25",
Bot4,"Abel Roof",normal,40,Completed,"Village","Village: Objective #3","1","18:37:30","18:37:52",
Bot4,"Abel Roof",normal,40,Failed,"Village","Village: Objective #2","1","18:37:58","18:43:00",
Bot4,"Abel Roof",normal,40,Completed,"Village","Village: Objective #1","1","18:38:54","18:39:08",
Bot4,"Abel Roof",normal,40,Completed,"Village","Village: Objective #6","1","18:39:14","18:39:56",
Bot4,"Abel Roof",normal,40,Failed,"Village","Village: Objective #7","1","18:40:01","18:43:00",
Bot4,"Abel Roof",normal,40,Failed,"Cabins","Cabins: Objective #1","1","18:41:30","18:43:00",
Bot5,"Ira Lira",normal,12,Completed,"Tunnel Camping","Tunnel Camping: Objective #1","2","18:29:01","18:46:40",
Bot5,"Ira Lira",normal,12,Completed,"West Cottage","West Cottage: Objective #1","3","18:46:45","18:49:20",
Bot11,"Савва Анасенко",normal,18,Archived,"Cottage Garage","Cottage Garage: Objective #1","1","18:29:08","18:31:05",
Bot11,"Савва Анасенко",normal,18,Completed,"Cabins","Cabins: Objective #6","1","18:31:10","18:32:29",
Bot11,"Савва Анасенко",normal,18,Completed,"Cabins","Cabins: Objective #3","2","18:32:34","18:33:31",
Bot11,"Савва Анасенко",normal,18,Failed,"Cabins","Cabins: Objective #4","1","18:33:36","18:34:52",
Bot11,"Савва Анасенко",normal,18,Completed,"Cabins","Cabins: Objective #7","1","18:34:57","18:35:00",
Bot11,"Савва Анасенко",normal,18,Completed,"Cabins","Cabins: Objective #2","1","18:35:06","18:35:34",
Bot11,"Савва Анасенко",normal,18,Completed,"Cabins","Cabins: Objective #5","1","18:35:39","18:35:46",
Bot11,"Савва Анасенко",normal,18,Completed,"Cabins","Cabins: Objective #1","1","18:35:51","18:36:13",
Bot11,"Савва Анасенко",normal,18,Completed,"Tunnel Camping","Tunnel Camping: Objective #1","2","18:36:18","18:39:26",
Bot11,"Савва Анасенко",normal,18,Failed,"Village","Village: Objective #7","1","18:39:31","18:43:13",
Bot17,"Сергей Ресторатор (Norberto)",normal,1,Completed,"Tank on Bridge","Tank on Bridge: Objective #1","1","18:29:23","18:29:41",
Bot17,"Сергей Ресторатор (Norberto)",normal,1,Completed,"Weather Station","Weather Station: Objective #2","3","18:29:46","18:31:34",
Bot17,"Сергей Ресторатор (Norberto)",normal,1,Completed,"Weather Station","Weather Station: Objective #1","2","18:31:39","18:32:22",
Bot17,"Сергей Ресторатор (Norberto)",normal,1,Completed,"Weather Station Tower Base","Weather Station Tower Base: Objective #1","1","18:32:27","18:32:36",
Bot17,"Сергей Ресторатор (Norberto)",normal,1,Completed,"Weather Station Tower Base","Weather Station Tower Base: Objective #2","1","18:32:41","18:32:46",
Bot17,"Сергей Ресторатор (Norberto)",normal,1,Completed,"Weather Station Shack","Weather Station Shack: Objective #1","1","18:32:51","18:33:13",
Bot17,"Сергей Ресторатор (Norberto)",normal,1,Failed,"Resort East Wing 1st Floor","Resort East Wing 1st Floor: Objective #2","1","18:33:18","18:36:08",
Bot18,"Авдей Молоко (Jerome)",normal,1,Failed,"Weather Station Tower Base","Weather Station Tower Base: Objective #1","1","18:29:24","18:36:15",
Bot27,"Всеслав Мокривский",normal,15,Completed,"Tank on Bridge","Tank on Bridge: Objective #1","1","18:35:44","18:36:32",
Bot27,"Всеслав Мокривский",normal,15,Failed,"Weather Station","Weather Station: Objective #2","1","18:36:37","18:38:58",
Bot29,"Джонатан Зевс (Garry)",normal,1,Pending,"Resort East Wing 1st Floor","Resort East Wing 1st Floor: Objective #2","1","18:36:47","N/A",
Bot30,"Мэн Макаронина (Warner)",normal,1,Completed,"Radio Tower","Radio Tower: Objective #1","2","18:38:08","18:40:27",
Bot30,"Мэн Макаронина (Warner)",normal,1,Completed,"Weather Station","Weather Station: Objective #1","2","18:40:32","18:42:01",
Bot30,"Мэн Макаронина (Warner)",normal,1,Completed,"Weather Station","Weather Station: Objective #2","3","18:42:06","18:42:58",
Bot30,"Мэн Макаронина (Warner)",normal,1,Completed,"Weather Station Tower Base","Weather Station Tower Base: Objective #1","1","18:43:03","18:43:16",
Bot30,"Мэн Макаронина (Warner)",normal,1,Completed,"Weather Station Tower Base","Weather Station Tower Base: Objective #2","1","18:43:21","18:43:30",
Bot30,"Мэн Макаронина (Warner)",normal,1,Completed,"Tank on Bridge","Tank on Bridge: Objective #1","1","18:43:35","18:44:27",
Bot30,"Мэн Макаронина (Warner)",normal,1,Completed,"Weather Station Shack","Weather Station Shack: Objective #1","1","18:44:33","18:45:12",
Bot30,"Мэн Макаронина (Warner)",normal,1,Completed,"Resort East Wing 2nd Floor","Resort East Wing 2nd Floor: Objective #5","1","18:45:17","18:47:33",
Bot31,"Константин Зубков",normal,10,Completed,"Smuggler's Base Upper","Smuggler's Base Upper: Objective #8","1","18:39:41","18:40:03",
Bot31,"Константин Зубков",normal,10,Completed,"Smuggler's Base Upper","Smuggler's Base Upper: Objective #1","1","18:40:08","18:40:19",
Bot31,"Константин Зубков",normal,10,Failed,"Smuggler's Base Upper","Smuggler's Base Upper: Objective #4","1","18:40:24","18:41:20",
Bot33,"Quincy Haller",normal,26,Pending,"Sniper Rock Sniping","Sniper Rock Sniping: Objective #2","1","18:42:39","N/A",
Bot32,"Clay Seabrook",normal,10,Failed,"Resort West Wing 3rd Floor","Resort West Wing 3rd Floor: Objective #6","1","18:42:39","18:43:25",
Bot32,"Clay Seabrook",normal,10,Failed,"Resort West Wing 3rd Floor","Resort West Wing 3rd Floor: Objective #5","1","18:43:31","18:43:36",
Bot32,"Clay Seabrook",normal,10,Failed,"Resort West Wing 3rd Floor","Resort West Wing 3rd Floor: Objective #4","1","18:43:41","18:43:52",
Bot32,"Clay Seabrook",normal,10,Completed,"Resort West Wing 3rd Floor","Resort West Wing 3rd Floor: Objective #3","1","18:43:57","18:44:22",
Bot32,"Clay Seabrook",normal,10,Completed,"Resort West Wing 3rd Floor","Resort West Wing 3rd Floor: Objective #2","1","18:44:28","18:45:31",
Bot32,"Clay Seabrook",normal,10,Failed,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #3","1","18:45:37","18:45:37",
Bot32,"Clay Seabrook",normal,10,Completed,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #4","1","18:45:42","18:46:01",
Bot32,"Clay Seabrook",normal,10,Completed,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #2","1","18:46:06","18:46:33",
Bot32,"Clay Seabrook",normal,10,Failed,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #1","1","18:46:38","18:46:47",
Bot32,"Clay Seabrook",normal,10,Completed,"Lookout","Lookout: Objective #1","1","18:46:52","18:48:02",
Bot32,"Clay Seabrook",normal,10,Active,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #9","1","18:48:07","N/A",
Bot34,"Никита Калугин",normal,15,Failed,"Smuggler's Base Upper","Smuggler's Base Upper: Objective #2","1","18:43:32","18:45:16",
Bot35,"Михей Смирнов",normal,23,Completed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #9","1","18:48:15","18:48:24",
Bot35,"Михей Смирнов",normal,23,Completed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #2","1","18:48:29","18:48:42",
Bot35,"Михей Смирнов",normal,23,Failed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #1","1","18:48:47","18:48:53",
Bot35,"Михей Смирнов",normal,23,Completed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #3","1","18:48:58","18:49:13",
Bot35,"Михей Смирнов",normal,23,Active,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #4","1","18:49:18","N/A",
Bot36,"Руслан Щеголихин",normal,18,Completed,"Smuggler's Base Upper","Smuggler's Base Upper: Objective #8","1","18:48:15","18:48:18",
Bot36,"Руслан Щеголихин",normal,18,Pending,"Smuggler's Base Upper","Smuggler's Base Upper: Objective #1","1","18:48:23","N/A",
